_RAJ2000	_DEJ2000	nSFR	GLON	GLAT	Type	n_Name	Name	Comp	RA1950	DE1950	Band	Ref
266.64387	-28.99906	0.06-0.21	0.055	-0.2120	IR	 	 	IRS1	17 43 23.800	-28 58 51.000	1.65	92025
266.64387	-28.99906	0.06-0.21	0.055	-0.2120	IR	 	 	IRS1	17 43 23.800	-28 58 51.000	1.25	92025
266.46900	-28.99991	359.98-0.07	359.975	-0.0810	R	 	 	C	17 42 41.840	-28 58 51.000	14.7	85010
266.46884	-28.99991	359.98-0.07	359.975	-0.0810	IR	 	[NEII]	C	17 42 41.800	-28 58 51.000	12.8	92073
266.41633	-28.99983	359.95-0.06	359.951	-0.0420	R	 	 	E	17 42 29.200	-28 58 49.800	14.690	89062
266.41674	-28.99961	359.95-0.06	359.952	-0.0420	IR	 	 	IRS8	17 42 29.300	-28 58 49.000	2.2	75003
266.41716	-28.99933	359.95-0.06	359.952	-0.0420	IR	 	 	IRS8	17 42 29.400	-28 58 48.000	10	75003
266.41965	-28.99765	359.95-0.06	359.950	-0.0460	M	 	OH-A	 	17 42 30.000	-28 58 42.000	1.667	67003
266.42172	-28.99542	359.95-0.06	 	 	R	 	 	S17	17 42 30.500	-28 58 34.000	10	87030
266.46781	-28.99506	359.98-0.07	359.979	-0.0770	R	 	 	B	17 42 41.560	-28 58 33.500	1.5	83011
266.46781	-28.99506	359.98-0.07	359.979	-0.0770	R	 	 	B	17 42 41.560	-28 58 33.500	5.0	83011
266.46780	-28.99475	359.98-0.07	359.979	-0.0770	R	 	 	B	17 42 41.560	-28 58 32.400	14.7	85010
266.46755	-28.99408	359.98-0.07	359.979	-0.0770	IR	 	[NEII]	B	17 42 41.500	-28 58 30.000	12.8	92073
266.46738	-28.99345	359.98-0.07	359.979	-0.0770	R	 	 	B	17 42 41.460	-28 58 27.700	5	85031
266.46817	-28.99319	359.98-0.07	359.980	-0.0770	M	 	H2O-E	 	17 42 41.650	-28 58 26.780	22.2	95051
266.63632	-28.99160	0.06-0.21	 	 	IR	 	FIR 16	 	17 43 22.000	-28 58 24.000	69	84048
266.63632	-28.99160	0.06-0.21	 	 	IR	 	FIR 16	 	17 43 22.000	-28 58 24.000	69	84048
266.46753	-28.99153	359.98-0.07	359.981	-0.0750	R	 	 	A	17 42 41.500	-28 58 20.800	22.364	96001
266.46699	-28.99128	359.98-0.07	359.981	-0.0750	R	 	 	A	17 42 41.370	-28 58 19.900	14.7	85010
266.46703	-28.99125	359.98-0.07	359.981	-0.0750	R	 	 	A	17 42 41.380	-28 58 19.800	1.5	83011
266.46703	-28.99125	359.98-0.07	359.981	-0.0750	R	 	 	A	17 42 41.380	-28 58 19.800	5.0	83011
266.46544	-28.99076	359.98-0.07	359.981	-0.0750	IR	 	[NEII]	A	17 42 41.000	-28 58 18.000	12.8	92073
266.46669	-28.99076	359.98-0.07	359.981	-0.0750	M	 	CH3OH-E	 	17 42 41.300	-28 58 18.000	6.669	91049
266.46753	-28.99075	359.98-0.07	359.981	-0.0750	M	 	CH3OH-E	 	17 42 41.500	-28 58 18.000	28.316	92041
266.46669	-28.99076	359.98-0.07	359.981	-0.0750	M	 	CH3OH-E	 	17 42 41.300	-28 58 18.000	36.169	93051
266.46669	-28.99076	359.98-0.07	359.981	-0.0750	M	 	CH3OH-E	 	17 42 41.300	-28 58 18.000	44.06943	90046
266.46669	-28.99076	359.98-0.07	359.981	-0.0750	M	 	CH3OH-E	 	17 42 41.300	-28 58 18.000	44.06943	90046
266.46544	-28.99076	359.98-0.07	359.981	-0.0750	M	 	CH3OH-E	 	17 42 41.000	-28 58 18.000	48.372	94075
266.46669	-28.99076	359.98-0.07	359.981	-0.0750	M	 	CH3OH-E	 	17 42 41.300	-28 58 18.000	95.16948	7
266.46665	-28.99062	359.98-0.07	359.981	-0.0750	R	 	 	A	17 42 41.290	-28 58 17.500	5	85031
266.46169	-28.98967	359.98-0.07	359.980	-0.0700	M	 	NH3	max	17 42 40.100	-28 58 14.000	23.7	81023
266.36915	-28.98742	359.94+0.01	359.940	0.0000	R	 	 	H271a	17 42 17.900	-28 58 04.300	0.328595	97063
266.36915	-28.98742	359.94+0.01	359.940	0.0000	M	 	 	C271a	17 42 17.900	-28 58 04.300	0.328595	97063
266.51959	-28.98550	0.02-0.11	0.017	-0.1070	IR	 	FIR 34	 	17 42 54.000	-28 58 00.000	69	84048
266.35868	-28.97795	359.94+0.01	359.943	0.0130	R	 	 	S2	17 42 15.400	-28 57 30.000	4.87	93095
266.51954	-28.97717	0.02-0.11	 	 	R	 	 	 	17 42 54.000	-28 57 30.000	10.7	76056
266.51954	-28.97717	0.02-0.11	0.017	-0.1070	IR	 	 	 	17 42 54.000	-28 57 30.000	100	78027
266.51954	-28.97717	0.02-0.11	0.017	-0.1070	IR	 	 	 	17 42 54.000	-28 57 30.000	50	78027
266.51954	-28.97717	0.02-0.11	0.017	-0.1070	IR	 	 	 	17 42 54.000	-28 57 30.000	30	78027
266.52495	-28.97631	0.02-0.11	 	 	R	 	 	S21	17 42 55.300	-28 57 27.000	10.700	89061
266.52495	-28.97631	0.02-0.11	 	 	R	 	 	S21	17 42 55.300	-28 57 27.000	10.700	89061
267.00831	-28.96646	0.50-0.75	0.250	-0.4700	IR	 	dark nebula	2MASS#1	17 44 51.300	-28 57 00.000	2.17	1005
267.04449	-28.95462	0.50-0.75	0.270	-0.4900	IR	 	FIR 21	 	17 45 00.000	-28 56 18.000	69	84048
267.04155	-28.95102	0.50-0.75	0.280	-0.4600	R	 	 	S46	17 44 59.300	-28 56 05.000	10.700	89061
267.04155	-28.95102	0.50-0.75	0.280	-0.4600	R	 	 	S46	17 44 59.300	-28 56 05.000	10.700	89061
267.04362	-28.94879	0.50-0.75	0.279	-0.4840	IR	 	17449-2855	 	17 44 59.800	-28 55 57.000	100	86012
267.04362	-28.94879	0.50-0.75	0.279	-0.4840	IR	 	17449-2855	 	17 44 59.800	-28 55 57.000	60	86012
267.04362	-28.94879	0.50-0.75	0.279	-0.4840	IR	 	17449-2855	 	17 44 59.800	-28 55 57.000	25	86012
267.04362	-28.94879	0.50-0.75	0.279	-0.4840	IR	 	17449-2855	 	17 44 59.800	-28 55 57.000	12	86012
267.04362	-28.94879	0.50-0.75	0.279	-0.4840	M	 	CS	 	17 44 59.800	-28 55 57.000	97.981	96005
267.04207	-28.94716	0.50-0.75	0.280	-0.4820	R	 	 	 	17 44 59.430	-28 55 51.100	1.44	90095
267.04207	-28.94716	0.50-0.75	0.280	-0.4820	R	 	 	 	17 44 59.430	-28 55 51.100	1.44	90095
267.04318	-28.94574	0.50-0.75	0.280	-0.4600	R	 	 	S46	17 44 59.700	-28 55 46.000	4.750	89061
267.04318	-28.94574	0.50-0.75	0.280	-0.4600	R	 	 	S46	17 44 59.700	-28 55 46.000	4.750	89061
266.34849	-28.94855	359.96+0.04	 	 	R	 	SGR A-NW	 	17 42 13.000	-28 55 44.000	8.585	89000
266.41349	-28.94712	359.99-0.01	 	 	R	 	SGR A-N	 	17 42 28.600	-28 55 40.000	8.585	89000
267.04067	-28.94380	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 59.100	-28 55 39.000	5.0	79027
266.37681	-28.94591	359.99+0.02	 	 	R	 	 	S16	17 42 19.800	-28 55 35.000	10.700	89061
266.37681	-28.94591	359.99+0.02	 	 	R	 	 	S16	17 42 19.800	-28 55 35.000	10.700	89061
267.04024	-28.94131	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 59.000	-28 55 30.000	4.875	80018
267.04024	-28.94131	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 59.000	-28 55 30.000	4.875	78000
267.04024	-28.94131	0.50-0.75	0.280	-0.4600	M	 	CH	 	17 44 59.000	-28 55 30.000	3.264	78074
267.04024	-28.94131	0.50-0.75	0.280	-0.4600	M	 	H2CO	 	17 44 59.000	-28 55 30.000	4.830	80018
267.04441	-28.94129	0.50-0.75	0.280	-0.4600	M	 	H2CO	 	17 45 00.000	-28 55 30.000	14.488	84022
267.04024	-28.94131	0.50-0.75	0.280	-0.4600	M	 	CS	 	17 44 59.000	-28 55 30.000	48.991	78026
267.04024	-28.94131	0.50-0.75	0.280	-0.4600	M	 	HCN	 	17 44 59.000	-28 55 30.000	88.632	78073
267.04441	-28.94129	0.50-0.75	0.280	-0.4600	M	 	HCO+	 	17 45 00.000	-28 55 30.000	89.189	81002
266.51141	-28.94387	0.02-0.11	 	 	R	 	 	 	17 42 52.100	-28 55 30.000	10.7	76056
267.06940	-28.93894	0.50-0.75	0.300	-0.5000	R	 	 	 	17 45 06.000	-28 55 22.000	4.8	89054
266.42262	-28.94097	0.00-0.02	 	 	R	 	 	 	17 42 30.800	-28 55 18.000	10.5	76056
266.62419	-28.93927	0.10-0.17	0.099	-0.1650	R	 	 	 	17 43 19.170	-28 55 15.400	4.9	94004
266.62419	-28.93927	0.10-0.17	0.099	-0.1650	R	 	 	 	17 43 19.170	-28 55 15.400	1.44	94004
266.62419	-28.93927	0.10-0.17	0.099	-0.1650	R	 	 	 	17 43 19.170	-28 55 15.400	4.9	94004
266.62432	-28.93916	0.10-0.17	0.099	-0.1650	R	 	 	19	17 43 19.200	-28 55 15.000	4.995	78018
266.62223	-28.93889	0.10-0.17	 	 	R	 	 	S28	17 43 18.700	-28 55 14.000	10.700	89061
266.62223	-28.93889	0.10-0.17	 	 	R	 	 	S28	17 43 18.700	-28 55 14.000	10.700	89061
266.62806	-28.93886	0.10-0.17	0.099	-0.1680	R	 	 	21	17 43 20.100	-28 55 14.000	4.995	78018
266.62789	-28.93797	0.10-0.17	0.099	-0.1680	R	 	 	 	17 43 20.060	-28 55 10.800	4.9	94004
266.62789	-28.93797	0.10-0.17	0.099	-0.1680	R	 	 	 	17 43 20.060	-28 55 10.800	1.44	94004
266.62789	-28.93797	0.10-0.17	0.099	-0.1680	R	 	 	 	17 43 20.060	-28 55 10.800	4.9	94004
266.62431	-28.93777	0.10-0.17	0.098	-0.1650	M	 	H2O-E	 	17 43 19.200	-28 55 10.000	22.23	83026
267.02686	-28.93526	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 55.800	-28 55 08.000	2.695	84056
267.02686	-28.93526	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 55.800	-28 55 08.000	2.695	90098
266.37926	-28.93785	359.99+0.02	 	 	R	 	 	 	17 42 20.400	-28 55 06.000	10.7	76056
266.61138	-28.93644	0.10-0.17	0.094	-0.1540	IR	 	17432-2855	 	17 43 16.100	-28 55 05.000	100	86012
266.61138	-28.93644	0.10-0.17	0.094	-0.1540	IR	 	17432-2855	 	17 43 16.100	-28 55 05.000	60	86012
266.61138	-28.93644	0.10-0.17	0.094	-0.1540	IR	 	17432-2855	 	17 43 16.100	-28 55 05.000	25	86012
266.61138	-28.93644	0.10-0.17	0.094	-0.1540	IR	 	17432-2855	 	17 43 16.100	-28 55 05.000	12	86012
266.61138	-28.93644	0.10-0.17	0.098	-0.1650	M	 	CS	 	17 43 16.100	-28 55 05.000	97.981	96005
266.36717	-28.93763	359.99+0.02	359.981	0.0280	IR	 	 	IRS4	17 42 17.500	-28 55 05.000	3.78	94071
266.36717	-28.93763	359.99+0.02	359.981	0.0280	IR	 	 	IRS4	17 42 17.500	-28 55 05.000	2.19	94071
266.36717	-28.93763	359.99+0.02	359.981	0.0280	IR	 	 	IRS4	17 42 17.500	-28 55 05.000	2.2	92025
266.36717	-28.93763	359.99+0.02	359.981	0.0280	IR	 	 	IRS4	17 42 17.500	-28 55 05.000	1.65	92025
266.38450	-28.93682	359.99+0.02	359.990	0.0150	R	 	 	H1,<SH>	17 42 21.660	-28 55 02.400	1.4	93095
266.38450	-28.93682	359.99+0.02	359.990	0.0150	R	 	 	H1,<SH>	17 42 21.660	-28 55 02.400	4.87	93095
266.36925	-28.93678	359.99+0.02	359.983	0.0260	R	 	 	14	17 42 18.000	-28 55 02.000	4.995	78018
266.37258	-28.93649	359.99+0.02	359.985	0.0240	IR	 	17423-2855	VR2	17 42 18.800	-28 55 01.000	100	86012
266.37258	-28.93649	359.99+0.02	359.985	0.0240	IR	 	17423-2855	 	17 42 18.800	-28 55 01.000	60	86012
266.37258	-28.93649	359.99+0.02	359.985	0.0240	IR	 	17423-2855	 	17 42 18.800	-28 55 01.000	25	86012
266.37258	-28.93649	359.99+0.02	359.985	0.0240	IR	 	17423-2855	 	17 42 18.800	-28 55 01.000	12	86012
266.29423	-28.93659	0.00+0.19	359.980	0.1500	R	 	 	(C441alpha)	17 42 00.000	-28 55 00.000	0.076452	95041
266.37383	-28.93620	359.99+0.02	359.986	0.0230	IR	 	 	IRS1	17 42 19.100	-28 55 00.000	3.78	94071
266.37383	-28.93620	359.99+0.02	359.986	0.0230	IR	 	 	IRS1	17 42 19.100	-28 55 00.000	2.19	94071
266.37383	-28.93620	359.99+0.02	359.986	0.0230	IR	 	 	IRS1	17 42 19.100	-28 55 00.000	2.2	92025
266.37383	-28.93620	359.99+0.02	359.986	0.0230	IR	 	 	IRS1	17 42 19.100	-28 55 00.000	1.65	92025
266.43176	-28.93592	0.00-0.02	0.012	-0.0200	IR	 	FIR 31	 	17 42 33.000	-28 55 00.000	69	84048
266.37049	-28.93539	359.99+0.02	359.985	0.0260	IR	 	 	IRS2	17 42 18.300	-28 54 57.000	3.78	94071
266.37049	-28.93539	359.99+0.02	359.985	0.0260	IR	 	 	IRS2	17 42 18.300	-28 54 57.000	2.19	94071
266.37049	-28.93539	359.99+0.02	359.985	0.0260	IR	 	 	IRS2	17 42 18.300	-28 54 57.000	2.2	92025
266.37049	-28.93539	359.99+0.02	359.985	0.0260	IR	 	 	IRS2	17 42 18.300	-28 54 57.000	1.65	92025
266.37049	-28.93539	359.99+0.02	359.985	0.0260	IR	 	 	IRS2	17 42 18.300	-28 54 57.000	1.25	92025
266.36965	-28.93456	359.99+0.02	359.985	0.0270	R	 	 	H2	17 42 18.100	-28 54 54.000	1.43	93095
266.36965	-28.93456	359.99+0.02	359.985	0.0270	R	 	 	H2	17 42 18.100	-28 54 54.000	1.67	93095
266.36965	-28.93456	359.99+0.02	359.985	0.0270	R	 	 	H2	17 42 18.100	-28 54 54.000	4.87	93095
266.37007	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS	17 42 18.200	-28 54 54.000	4.8	88035
266.37007	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS	17 42 18.200	-28 54 54.000	3.5	88035
266.37007	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS	17 42 18.200	-28 54 54.000	2.2	88035
266.37007	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS	17 42 18.200	-28 54 54.000	1.65	88035
266.37007	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS	17 42 18.200	-28 54 54.000	1.25	88035
266.36965	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS3	17 42 18.100	-28 54 54.000	3.78	94071
266.36965	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS3	17 42 18.100	-28 54 54.000	2.19	94071
266.36965	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS3	17 42 18.100	-28 54 54.000	2.2	92025
266.36965	-28.93456	359.99+0.02	359.985	0.0270	IR	 	 	IRS3	17 42 18.100	-28 54 54.000	1.65	92025
266.36932	-28.93431	359.99+0.02	359.980	0.0280	R	 	 	 	17 42 18.020	-28 54 53.100	4.9	94004
266.36932	-28.93431	359.99+0.02	359.980	0.0280	R	 	 	 	17 42 18.020	-28 54 53.100	1.44	94004
266.36932	-28.93431	359.99+0.02	359.980	0.0280	R	 	 	 	17 42 18.020	-28 54 53.100	4.9	94004
266.38589	-28.93281	359.99+0.02	359.994	0.0160	IR	 	FIR 8	 	17 42 22.000	-28 54 48.000	69	84048
267.02683	-28.92943	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 55.800	-28 54 47.000	4.85	96059
267.03807	-28.92743	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 58.500	-28 54 40.000	10	87030
266.50253	-28.92391	0.06-0.07	0.055	-0.0660	IR	 	17428-2854	VR3	17 42 50.000	-28 54 18.000	100	86012
266.50253	-28.92391	0.06-0.07	0.055	-0.0660	IR	 	17428-2854	 	17 42 50.000	-28 54 18.000	60	86012
266.50253	-28.92391	0.06-0.07	0.055	-0.0660	IR	 	17428-2854	 	17 42 50.000	-28 54 18.000	25	86012
266.50253	-28.92391	0.06-0.07	0.055	-0.0660	IR	 	17428-2854	 	17 42 50.000	-28 54 18.000	12	86012
266.49836	-28.92393	0.06-0.07	0.053	-0.0630	IR	 	 	IRS	17 42 49.000	-28 54 18.000	4.8	88035
266.49836	-28.92393	0.06-0.07	0.053	-0.0630	IR	 	 	IRS	17 42 49.000	-28 54 18.000	3.5	88035
266.49836	-28.92393	0.06-0.07	0.053	-0.0630	IR	 	 	IRS	17 42 49.000	-28 54 18.000	2.2	88035
266.49836	-28.92393	0.06-0.07	0.053	-0.0630	IR	 	 	IRS	17 42 49.000	-28 54 18.000	1.65	88035
266.49752	-28.92255	0.06-0.07	0.054	-0.0620	IR	 	 	IRS2	17 42 48.800	-28 54 13.000	3.78	94071
266.49752	-28.92255	0.06-0.07	0.054	-0.0620	IR	 	 	IRS2	17 42 48.800	-28 54 13.000	2.19	94071
266.49752	-28.92255	0.06-0.07	0.054	-0.0620	IR	 	 	IRS2	17 42 48.800	-28 54 13.000	2.2	92025
266.49752	-28.92255	0.06-0.07	0.054	-0.0620	IR	 	 	IRS2	17 42 48.800	-28 54 13.000	1.65	92025
266.49835	-28.92143	0.06-0.07	0.055	-0.0620	IR	 	 	IRS1	17 42 49.000	-28 54 09.000	3.78	94071
266.49835	-28.92143	0.06-0.07	0.055	-0.0620	IR	 	 	IRS1	17 42 49.000	-28 54 09.000	2.19	94071
266.49835	-28.92143	0.06-0.07	0.055	-0.0620	IR	 	 	IRS1	17 42 49.000	-28 54 09.000	2.2	92025
266.49835	-28.92143	0.06-0.07	0.055	-0.0620	IR	 	 	IRS1	17 42 49.000	-28 54 09.000	1.65	92025
266.49584	-28.92034	0.06-0.07	0.055	-0.0600	IR	 	 	IRS3	17 42 48.400	-28 54 05.000	3.78	94071
266.49584	-28.92034	0.06-0.07	0.055	-0.0600	IR	 	 	IRS3	17 42 48.400	-28 54 05.000	2.19	94071
266.49584	-28.92034	0.06-0.07	0.055	-0.0600	IR	 	 	IRS3	17 42 48.400	-28 54 05.000	2.2	92025
266.49584	-28.92034	0.06-0.07	0.055	-0.0600	IR	 	 	IRS3	17 42 48.400	-28 54 05.000	1.65	92025
266.49584	-28.92034	0.06-0.07	0.055	-0.0600	IR	 	 	IRS3	17 42 48.400	-28 54 05.000	1.25	92025
266.54167	-28.91817	0.08-0.09	0.078	-0.0930	R	 	 	17	17 42 59.400	-28 53 58.000	4.995	78018
266.54137	-28.91814	0.08-0.09	0.078	-0.0930	R	 	 	 	17 42 59.330	-28 53 57.900	4.9	94004
266.54137	-28.91814	0.08-0.09	0.078	-0.0930	R	 	 	 	17 42 59.330	-28 53 57.900	1.44	94004
266.54137	-28.91814	0.08-0.09	0.078	-0.0930	R	 	 	 	17 42 59.330	-28 53 57.900	4.9	94004
266.52458	-28.91797	0.08-0.09	0.070	-0.0800	M	 	NH3	max	17 42 55.300	-28 53 57.000	23.7	81023
266.49332	-28.91785	0.06-0.07	0.056	-0.0560	IR	 	 	IRS4	17 42 47.800	-28 53 56.000	3.78	94071
266.49332	-28.91785	0.06-0.07	0.056	-0.0560	IR	 	 	IRS4	17 42 47.800	-28 53 56.000	2.19	94071
266.49332	-28.91785	0.06-0.07	0.056	-0.0560	IR	 	 	IRS4	17 42 47.800	-28 53 56.000	2.2	92025
266.49332	-28.91785	0.06-0.07	0.056	-0.0560	IR	 	 	IRS4	17 42 47.800	-28 53 56.000	1.65	92025
266.49332	-28.91785	0.06-0.07	0.056	-0.0560	IR	 	 	IRS4	17 42 47.800	-28 53 56.000	1.25	92025
266.49582	-28.91756	0.06-0.07	0.057	-0.0580	IR	 	 	IRS5	17 42 48.400	-28 53 55.000	3.78	94071
266.49582	-28.91756	0.06-0.07	0.057	-0.0580	IR	 	 	IRS5	17 42 48.400	-28 53 55.000	2.19	94071
266.49582	-28.91756	0.06-0.07	0.057	-0.0580	IR	 	 	IRS5	17 42 48.400	-28 53 55.000	2.2	92025
266.49582	-28.91756	0.06-0.07	0.057	-0.0580	IR	 	 	IRS5	17 42 48.400	-28 53 55.000	1.65	92025
266.35662	-28.91684	359.99+0.02	359.994	0.0160	IR	 	 	 	17 42 15.000	-28 53 50.000	100	78027
266.35662	-28.91684	359.99+0.02	359.994	0.0160	IR	 	 	 	17 42 15.000	-28 53 50.000	50	78027
266.35662	-28.91684	359.99+0.02	359.994	0.0160	IR	 	 	 	17 42 15.000	-28 53 50.000	30	78027
266.35745	-28.91628	0.01+0.04	0.012	0.0380	R	 	 	 	17 42 15.200	-28 53 48.000	10.5	76056
267.17757	-28.91064	0.50-0.75	0.390	-0.5400	R	 	 	 	17 45 32.000	-28 53 42.000	22.2	86050
266.47991	-28.90569	0.06-0.04	 	 	M	 	NH3	max	17 42 44.600	-28 53 12.000	23.7	81023
266.37468	-28.90595	0.01+0.04	0.012	0.0380	R	 	 	H3	17 42 19.350	-28 53 11.100	1.5	93095
266.37468	-28.90595	0.01+0.04	0.012	0.0380	R	 	 	H3	17 42 19.350	-28 53 11.100	4.87	93095
266.37468	-28.90595	0.01+0.04	0.012	0.0380	R	 	 	H3	17 42 19.350	-28 53 11.100	8.31	93095
266.39116	-28.90212	0.02+0.03	0.023	0.0280	R	 	 	H4	17 42 23.310	-28 52 57.600	1.5	93095
266.39116	-28.90212	0.02+0.03	0.023	0.0280	R	 	 	H4	17 42 23.310	-28 52 57.600	4.87	93095
266.39116	-28.90212	0.02+0.03	0.023	0.0280	R	 	 	H4	17 42 23.310	-28 52 57.600	8.31	93095
266.20400	-28.90258	0.00+0.19	359.940	0.1700	IR	 	dark nebula	2MASS#5	17 41 38.400	-28 52 56.000	2.17	1005
267.16119	-28.89127	0.50-0.75	0.390	-0.5400	R	 	 	 	17 45 28.100	-28 52 32.000	14.35	10
267.16119	-28.89127	0.50-0.75	0.390	-0.5400	R	 	 	 	17 45 28.100	-28 52 32.000	14.35	10
266.41752	-28.89185	0.04+0.02	0.044	0.0140	R	 	 	H5(E)	17 42 29.650	-28 52 21.100	4.87	93095
266.41752	-28.89185	0.04+0.02	0.044	0.0140	R	 	 	H5(E)	17 42 29.650	-28 52 21.100	8.31	93095
266.41022	-28.89186	0.04+0.02	0.040	0.0190	R	 	 	15	17 42 27.900	-28 52 21.000	4.995	78018
266.41064	-28.89130	0.04+0.02	0.041	0.0190	R	 	 	H5	17 42 28.000	-28 52 19.000	1.4	93095
266.41064	-28.89130	0.04+0.02	0.044	0.0140	R	 	 	H5	17 42 28.000	-28 52 19.000	4.87	93095
266.41189	-28.89102	0.04+0.02	0.042	0.0180	IR	 	17424-2852	 	17 42 28.300	-28 52 18.000	100	86012
266.41189	-28.89102	0.04+0.02	0.042	0.0180	IR	 	17424-2852	 	17 42 28.300	-28 52 18.000	60	86012
266.41189	-28.89102	0.04+0.02	0.042	0.0180	IR	 	17424-2852	 	17 42 28.300	-28 52 18.000	25	86012
266.41189	-28.89102	0.04+0.02	0.042	0.0180	IR	 	17424-2852	 	17 42 28.300	-28 52 18.000	12	86012
266.41055	-28.89100	0.04+0.02	0.041	0.0190	R	 	 	H5(W)	17 42 27.980	-28 52 17.900	4.87	93095
266.41055	-28.89100	0.04+0.02	0.041	0.0190	R	 	 	H5(W)	17 42 27.980	-28 52 17.900	8.31	93095
266.41813	-28.89016	0.04+0.02	0.045	0.0140	IR	 	 	IRS	17 42 29.800	-28 52 15.000	4.8	88035
266.41813	-28.89016	0.04+0.02	0.045	0.0140	IR	 	 	IRS	17 42 29.800	-28 52 15.000	3.5	88035
266.41813	-28.89016	0.04+0.02	0.045	0.0140	IR	 	 	IRS	17 42 29.800	-28 52 15.000	2.2	88035
266.41813	-28.89016	0.04+0.02	0.045	0.0140	IR	 	 	IRS	17 42 29.800	-28 52 15.000	1.65	88035
266.41813	-28.89016	0.04+0.02	0.045	0.0140	IR	 	 	IRS	17 42 29.800	-28 52 15.000	1.25	88035
267.16571	-28.88125	0.50-0.75	0.390	-0.5400	R	 	 	 	17 45 29.200	-28 51 56.000	2.695	90098
267.16571	-28.88125	0.50-0.75	0.390	-0.5400	R	 	 	 	17 45 29.200	-28 51 56.000	2.695	90098
266.54853	-28.88369	0.12-0.06	0.110	-0.0800	M	 	NH3	max	17 43 01.100	-28 51 54.000	23.7	81023
266.54769	-28.88286	0.11-0.08	0.110	-0.0790	IR	 	17430-2851	VR4	17 43 00.900	-28 51 51.000	100	86012
266.54769	-28.88286	0.11-0.08	0.110	-0.0790	IR	 	17430-2851	 	17 43 00.900	-28 51 51.000	60	86012
266.54769	-28.88286	0.11-0.08	0.110	-0.0790	IR	 	17430-2851	 	17 43 00.900	-28 51 51.000	25	86012
266.54769	-28.88286	0.11-0.08	0.110	-0.0790	IR	 	17430-2851	 	17 43 00.900	-28 51 51.000	12	86012
267.16612	-28.87903	0.50-0.75	0.390	-0.5400	R	 	 	 	17 45 29.300	-28 51 48.000	4.875	78000
267.16612	-28.87903	0.50-0.75	0.390	-0.5400	R	 	 	 	17 45 29.300	-28 51 48.000	4.875	80018
267.16612	-28.87903	0.50-0.75	0.410	-0.5300	M	 	H2CO	 	17 45 29.300	-28 51 48.000	4.830	80018
266.43975	-28.88255	0.07+0.01	 	 	R	 	 	 	17 42 35.000	-28 51 48.000	4.874	73065
266.43975	-28.88255	0.07+0.01	0.100	0.0100	M	 	H2CO	 	17 42 35.000	-28 51 48.000	4.830	74068
267.03734	-28.87854	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 58.400	-28 51 44.000	8.35	10
267.03734	-28.87854	0.50-0.75	0.280	-0.4600	R	 	 	 	17 44 58.400	-28 51 44.000	8.35	10
266.51268	-28.88109	0.11-0.08	0.096	-0.0520	R	 	 	18	17 42 52.500	-28 51 44.000	4.995	78018
266.51893	-28.88106	0.11-0.08	0.099	-0.0550	IR	 	 	IRS	17 42 54.000	-28 51 44.000	2.2	88035
266.51851	-28.88050	0.11-0.08	0.099	-0.0550	IR	 	 	IRS1	17 42 53.900	-28 51 42.000	3.78	94071
266.51851	-28.88050	0.11-0.08	0.099	-0.0550	IR	 	 	IRS1	17 42 53.900	-28 51 42.000	2.19	94071
266.51851	-28.88050	0.11-0.08	0.099	-0.0550	IR	 	 	IRS1	17 42 53.900	-28 51 42.000	2.2	92025
266.51851	-28.88050	0.11-0.08	0.099	-0.0550	IR	 	 	IRS1	17 42 53.900	-28 51 42.000	1.65	92025
266.51851	-28.88050	0.11-0.08	0.099	-0.0550	IR	 	 	IRS1	17 42 53.900	-28 51 42.000	1.25	92025
266.51809	-28.88023	0.11-0.08	0.099	-0.0550	IR	 	 	IRS21	17 42 53.800	-28 51 41.000	4.8	93076
266.51809	-28.88023	0.11-0.08	0.099	-0.0550	IR	 	 	IRS21	17 42 53.800	-28 51 41.000	3.6	93076
266.51809	-28.88023	0.11-0.08	0.099	-0.0550	IR	 	 	IRS21	17 42 53.800	-28 51 41.000	2.2	93076
266.51809	-28.88023	0.11-0.08	0.099	-0.0550	IR	 	 	IRS21	17 42 53.800	-28 51 41.000	1.65	93076
266.51809	-28.88023	0.11-0.08	0.099	-0.0550	IR	 	 	IRS21	17 42 53.800	-28 51 41.000	1.25	93076
266.40220	-28.87440	0.07+0.04	0.070	0.0400	IR	 	FIR 9	 	17 42 26.000	-28 51 18.000	69	84048
